,Order_id,Product,Quantity,Price,Ordar_date,Purchase_address,Total
7090,302466,Apple Airpods Headphones,1,150.0,12/04/19 09:16,"161 Pine St, Portland, OR 97035",150.0
7091,302467,Wired Headphones,1,11.99,12/25/19 16:32,"417 Cherry St, San Francisco, CA 94016",11.99
7092,302468,Flatscreen TV,1,300.0,12/20/19 13:09,"160 11th St, Los Angeles, CA 90001",300.0
7093,302469,ThinkPad Laptop,1,999.99,12/07/19 12:28,"564 2nd St, New York City, NY 10001",999.99
7094,302470,34in Ultrawide Monitor,1,379.99,12/25/19 11:15,"233 Dogwood St, Dallas, TX 75001",379.99
7095,302471,USB-C Charging Cable,1,11.95,12/22/19 17:13,"878 10th St, Boston, MA 02215",11.95
7096,302472,20in Monitor,1,109.99,12/04/19 07:08,"268 4th St, New York City, NY 10001",109.99
7097,302473,Bose SoundSport Headphones,1,99.99,12/19/19 17:56,"750 Meadow St, San Francisco, CA 94016",99.99
7098,302474,ThinkPad Laptop,1,999.99,12/04/19 19:47,"937 Hickory St, Los Angeles, CA 90001",999.99
7099,302475,Lightning Charging Cable,1,14.95,12/12/19 10:54,"421 Center St, Los Angeles, CA 90001",14.95
7100,302476,Wired Headphones,1,11.99,12/08/19 21:37,"214 Forest St, Boston, MA 02215",11.99
7101,302477,Bose SoundSport Headphones,1,99.99,12/01/19 13:17,"452 Meadow St, Los Angeles, CA 90001",99.99
7102,302478,Lightning Charging Cable,1,14.95,12/25/19 23:41,"299 11th St, San Francisco, CA 94016",14.95
7103,302478,Bose SoundSport Headphones,1,99.99,12/25/19 23:41,"299 11th St, San Francisco, CA 94016",99.99
7104,302479,34in Ultrawide Monitor,1,379.99,12/03/19 15:54,"186 North St, Atlanta, GA 30301",379.99
7105,302480,AAA Batteries (4-pack),1,2.99,12/05/19 19:03,"282 Cedar St, San Francisco, CA 94016",2.99
7106,302481,Lightning Charging Cable,1,14.95,12/01/19 17:17,"932 Meadow St, Atlanta, GA 30301",14.95
7107,302482,27in FHD Monitor,1,149.99,12/12/19 22:30,"492 Chestnut St, Los Angeles, CA 90001",149.99
7108,302483,Vareebadd Phone,1,400.0,12/14/19 12:23,"396 8th St, New York City, NY 10001",400.0
7109,302484,Apple Airpods Headphones,1,150.0,12/01/19 11:55,"152 8th St, Austin, TX 73301",150.0
7110,302485,AAA Batteries (4-pack),4,2.99,12/17/19 09:41,"452 West St, San Francisco, CA 94016",11.96
7111,302486,AAA Batteries (4-pack),2,2.99,12/17/19 18:52,"36 Cedar St, Atlanta, GA 30301",5.98
7112,302487,Wired Headphones,1,11.99,12/17/19 15:12,"858 Forest St, New York City, NY 10001",11.99
7113,302488,Google Phone,1,600.0,12/18/19 21:43,"248 Wilson St, New York City, NY 10001",600.0
7114,302489,Macbook Pro Laptop,1,1700.0,12/30/19 17:19,"246 Willow St, Portland, ME 04101",1700.0
7115,302490,AA Batteries (4-pack),1,3.84,12/10/19 16:06,"525 River St, Los Angeles, CA 90001",3.84
7116,302491,USB-C Charging Cable,1,11.95,12/06/19 17:28,"457 Elm St, Los Angeles, CA 90001",11.95
7117,302491,AAA Batteries (4-pack),1,2.99,12/06/19 17:28,"457 Elm St, Los Angeles, CA 90001",2.99
7118,302492,34in Ultrawide Monitor,1,379.99,12/04/19 10:18,"437 Elm St, Boston, MA 02215",379.99
7119,302493,27in FHD Monitor,1,149.99,12/28/19 14:09,"591 Walnut St, San Francisco, CA 94016",149.99
7120,302494,USB-C Charging Cable,1,11.95,12/08/19 20:50,"479 Main St, Seattle, WA 98101",11.95
7121,302495,AAA Batteries (4-pack),1,2.99,12/21/19 13:40,"652 Cedar St, Portland, ME 04101",2.99
7122,302496,Bose SoundSport Headphones,1,99.99,12/18/19 20:02,"829 Dogwood St, Austin, TX 73301",99.99
7123,302497,Wired Headphones,1,11.99,12/04/19 14:19,"687 Walnut St, Los Angeles, CA 90001",11.99
7124,302498,Wired Headphones,1,11.99,12/02/19 14:44,"510 Sunset St, Portland, OR 97035",11.99
7125,302499,Lightning Charging Cable,1,14.95,12/06/19 10:57,"425 North St, Atlanta, GA 30301",14.95
7126,302500,AAA Batteries (4-pack),3,2.99,12/24/19 18:21,"451 Washington St, San Francisco, CA 94016",8.97
7127,302501,AAA Batteries (4-pack),1,2.99,12/19/19 02:06,"562 11th St, Atlanta, GA 30301",2.99
7128,302502,27in 4K Gaming Monitor,1,389.99,12/21/19 20:11,"53 Maple St, Portland, OR 97035",389.99
7129,302503,Bose SoundSport Headphones,1,99.99,12/18/19 09:53,"999 Adams St, Atlanta, GA 30301",99.99
7130,302504,Flatscreen TV,1,300.0,12/03/19 11:05,"603 Lake St, Dallas, TX 75001",300.0
7131,302505,AAA Batteries (4-pack),1,2.99,12/19/19 22:46,"145 Forest St, Los Angeles, CA 90001",2.99
7132,302506,Vareebadd Phone,1,400.0,12/30/19 17:05,"847 13th St, Los Angeles, CA 90001",400.0
7133,302507,AAA Batteries (4-pack),1,2.99,12/31/19 10:02,"137 Cedar St, Seattle, WA 98101",2.99
7134,302508,USB-C Charging Cable,1,11.95,12/28/19 04:54,"296 Maple St, Dallas, TX 75001",11.95
7135,302509,USB-C Charging Cable,1,11.95,12/03/19 11:34,"684 Dogwood St, Boston, MA 02215",11.95
7136,302510,AA Batteries (4-pack),1,3.84,12/03/19 20:20,"664 1st St, Dallas, TX 75001",3.84
7137,302511,Bose SoundSport Headphones,1,99.99,12/07/19 11:52,"554 12th St, Dallas, TX 75001",99.99
7138,302512,iPhone,1,700.0,12/27/19 20:14,"241 River St, Los Angeles, CA 90001",700.0
7139,302512,Lightning Charging Cable,1,14.95,12/27/19 20:14,"241 River St, Los Angeles, CA 90001",14.95
7140,302513,AAA Batteries (4-pack),1,2.99,12/17/19 20:36,"683 North St, Boston, MA 02215",2.99
7141,302514,iPhone,1,700.0,12/24/19 13:28,"134 Sunset St, Los Angeles, CA 90001",700.0
7142,302515,Apple Airpods Headphones,1,150.0,12/28/19 10:13,"48 9th St, Los Angeles, CA 90001",150.0
7143,302516,27in 4K Gaming Monitor,1,389.99,12/02/19 12:58,"162 Washington St, Seattle, WA 98101",389.99
7144,302517,Wired Headphones,1,11.99,12/27/19 20:13,"261 8th St, San Francisco, CA 94016",11.99
7145,302518,Lightning Charging Cable,2,14.95,12/18/19 19:01,"709 6th St, Austin, TX 73301",29.9
7146,302519,Bose SoundSport Headphones,1,99.99,12/29/19 15:47,"37 Cedar St, Portland, OR 97035",99.99
7147,302520,27in 4K Gaming Monitor,1,389.99,12/12/19 21:32,"843 7th St, Atlanta, GA 30301",389.99
7148,302521,Wired Headphones,1,11.99,12/17/19 20:55,"682 Park St, Los Angeles, CA 90001",11.99
7149,302522,Wired Headphones,1,11.99,12/04/19 17:16,"293 Pine St, Boston, MA 02215",11.99
7150,302523,Lightning Charging Cable,1,14.95,12/09/19 09:36,"337 12th St, New York City, NY 10001",14.95
7151,302524,AA Batteries (4-pack),1,3.84,12/25/19 07:39,"950 Madison St, Atlanta, GA 30301",3.84
7152,302525,AAA Batteries (4-pack),1,2.99,12/27/19 20:39,"446 Jackson St, Dallas, TX 75001",2.99
7153,302526,20in Monitor,1,109.99,12/21/19 09:19,"714 Jefferson St, Austin, TX 73301",109.99
7154,302527,27in 4K Gaming Monitor,1,389.99,12/23/19 13:22,"698 Walnut St, Austin, TX 73301",389.99
7155,302528,iPhone,1,700.0,12/12/19 07:56,"375 11th St, Boston, MA 02215",700.0
7156,302529,USB-C Charging Cable,1,11.95,12/03/19 15:53,"425 Sunset St, Los Angeles, CA 90001",11.95
7157,302530,Bose SoundSport Headphones,1,99.99,12/26/19 22:58,"363 Washington St, New York City, NY 10001",99.99
7158,302531,Wired Headphones,1,11.99,12/20/19 06:48,"907 10th St, Seattle, WA 98101",11.99
7159,302532,34in Ultrawide Monitor,1,379.99,12/07/19 20:37,"255 Madison St, Portland, ME 04101",379.99
7160,302533,USB-C Charging Cable,1,11.95,12/29/19 10:59,"519 Forest St, San Francisco, CA 94016",11.95
7161,302534,iPhone,1,700.0,12/23/19 16:06,"899 Dogwood St, New York City, NY 10001",700.0
7162,302534,Wired Headphones,1,11.99,12/23/19 16:06,"899 Dogwood St, New York City, NY 10001",11.99
7163,302535,Apple Airpods Headphones,1,150.0,12/07/19 14:52,"309 14th St, Los Angeles, CA 90001",150.0
7164,302536,AAA Batteries (4-pack),1,2.99,12/03/19 19:35,"187 Main St, Boston, MA 02215",2.99
7165,302537,Bose SoundSport Headphones,1,99.99,12/24/19 21:54,"672 6th St, San Francisco, CA 94016",99.99
7166,302538,Apple Airpods Headphones,1,150.0,12/24/19 12:51,"150 Meadow St, San Francisco, CA 94016",150.0
7167,302539,Lightning Charging Cable,1,14.95,12/24/19 20:35,"489 Center St, Seattle, WA 98101",14.95
7168,302540,Lightning Charging Cable,2,14.95,12/23/19 21:33,"111 7th St, San Francisco, CA 94016",29.9
7169,302541,ThinkPad Laptop,1,999.99,12/15/19 08:30,"26 7th St, Boston, MA 02215",999.99
7170,302542,Macbook Pro Laptop,1,1700.0,12/03/19 18:04,"724 Madison St, Boston, MA 02215",1700.0
7171,302543,Lightning Charging Cable,1,14.95,12/05/19 12:20,"853 North St, San Francisco, CA 94016",14.95
7172,302544,Apple Airpods Headphones,1,150.0,12/03/19 09:15,"162 Chestnut St, New York City, NY 10001",150.0
7173,302545,AA Batteries (4-pack),1,3.84,12/28/19 18:45,"659 6th St, Atlanta, GA 30301",3.84
7174,302546,Google Phone,1,600.0,12/14/19 18:10,"893 10th St, San Francisco, CA 94016",600.0
7175,302546,Bose SoundSport Headphones,1,99.99,12/14/19 18:10,"893 10th St, San Francisco, CA 94016",99.99
7176,302547,34in Ultrawide Monitor,1,379.99,12/05/19 12:12,"845 Johnson St, Boston, MA 02215",379.99
7177,302548,AAA Batteries (4-pack),1,2.99,12/13/19 14:25,"214 Meadow St, San Francisco, CA 94016",2.99
7178,302549,AA Batteries (4-pack),3,3.84,12/24/19 16:45,"15 11th St, San Francisco, CA 94016",11.52
7179,302550,ThinkPad Laptop,1,999.99,12/13/19 17:57,"512 West St, Los Angeles, CA 90001",999.99
7180,302551,AA Batteries (4-pack),1,3.84,12/20/19 22:01,"905 7th St, Los Angeles, CA 90001",3.84
7181,302552,Lightning Charging Cable,1,14.95,12/15/19 12:31,"311 12th St, Austin, TX 73301",14.95
7182,302553,Apple Airpods Headphones,1,150.0,12/05/19 22:15,"815 14th St, New York City, NY 10001",150.0
7183,302554,AAA Batteries (4-pack),1,2.99,12/05/19 11:04,"407 Jackson St, San Francisco, CA 94016",2.99
7184,302555,Macbook Pro Laptop,1,1700.0,12/18/19 16:07,"507 Lake St, Los Angeles, CA 90001",1700.0
7185,302556,Lightning Charging Cable,1,14.95,12/30/19 19:15,"7 9th St, Austin, TX 73301",14.95
7186,302557,AAA Batteries (4-pack),1,2.99,12/16/19 05:35,"692 5th St, San Francisco, CA 94016",2.99
7187,302558,Lightning Charging Cable,1,14.95,12/11/19 12:09,"60 Chestnut St, San Francisco, CA 94016",14.95
7188,302559,AA Batteries (4-pack),2,3.84,12/16/19 00:03,"587 Church St, Seattle, WA 98101",7.68
7189,302560,Bose SoundSport Headphones,1,99.99,12/25/19 18:43,"275 Hickory St, Los Angeles, CA 90001",99.99
7190,302561,iPhone,1,700.0,12/12/19 12:08,"496 Willow St, Dallas, TX 75001",700.0
7191,302562,AAA Batteries (4-pack),2,2.99,12/10/19 10:38,"321 River St, San Francisco, CA 94016",5.98
7192,302563,AAA Batteries (4-pack),3,2.99,12/13/19 19:36,"68 13th St, San Francisco, CA 94016",8.97
7193,302564,Wired Headphones,1,11.99,12/25/19 13:47,"667 South St, Dallas, TX 75001",11.99
7194,302565,AAA Batteries (4-pack),1,2.99,12/06/19 19:27,"629 Adams St, Dallas, TX 75001",2.99
7195,302566,Google Phone,1,600.0,12/17/19 15:41,"66 Main St, San Francisco, CA 94016",600.0
7196,302566,USB-C Charging Cable,1,11.95,12/17/19 15:41,"66 Main St, San Francisco, CA 94016",11.95
7197,302567,AAA Batteries (4-pack),1,2.99,12/20/19 08:13,"261 Spruce St, San Francisco, CA 94016",2.99
7198,302568,ThinkPad Laptop,1,999.99,12/02/19 21:14,"589 Meadow St, Austin, TX 73301",999.99
7199,302569,AA Batteries (4-pack),1,3.84,12/22/19 13:40,"35 Dogwood St, San Francisco, CA 94016",3.84
7200,302570,USB-C Charging Cable,1,11.95,12/23/19 13:42,"567 Wilson St, Austin, TX 73301",11.95
7201,302571,iPhone,1,700.0,12/01/19 20:55,"454 Lakeview St, New York City, NY 10001",700.0
7202,302572,Wired Headphones,1,11.99,12/17/19 17:03,"920 Center St, Atlanta, GA 30301",11.99
7203,302573,USB-C Charging Cable,1,11.95,12/24/19 17:13,"132 Lake St, Austin, TX 73301",11.95
7204,302574,Wired Headphones,1,11.99,12/03/19 10:59,"736 Spruce St, San Francisco, CA 94016",11.99
7205,302575,Lightning Charging Cable,1,14.95,12/15/19 13:58,"137 South St, Los Angeles, CA 90001",14.95
7206,302576,Apple Airpods Headphones,1,150.0,12/30/19 00:44,"199 1st St, Dallas, TX 75001",150.0
7207,302577,34in Ultrawide Monitor,1,379.99,12/30/19 10:54,"86 Spruce St, Boston, MA 02215",379.99
7208,302577,USB-C Charging Cable,1,11.95,12/30/19 10:54,"86 Spruce St, Boston, MA 02215",11.95
7209,302578,Lightning Charging Cable,1,14.95,12/18/19 16:38,"247 14th St, Dallas, TX 75001",14.95
7210,302578,USB-C Charging Cable,1,11.95,12/18/19 16:38,"247 14th St, Dallas, TX 75001",11.95
7211,302579,AA Batteries (4-pack),2,3.84,12/18/19 06:52,"757 River St, San Francisco, CA 94016",7.68
7212,302580,Lightning Charging Cable,1,14.95,12/14/19 09:26,"188 Lincoln St, Atlanta, GA 30301",14.95
7213,302581,Apple Airpods Headphones,1,150.0,12/17/19 12:47,"597 11th St, Dallas, TX 75001",150.0
7214,302582,Lightning Charging Cable,1,14.95,12/19/19 18:18,"984 Johnson St, San Francisco, CA 94016",14.95
7215,302583,27in FHD Monitor,1,149.99,12/07/19 22:45,"903 North St, Austin, TX 73301",149.99
7216,302584,Google Phone,1,600.0,12/22/19 13:10,"447 Adams St, Dallas, TX 75001",600.0
7217,302585,Google Phone,1,600.0,12/06/19 07:58,"559 4th St, San Francisco, CA 94016",600.0
7218,302586,Flatscreen TV,1,300.0,12/10/19 09:48,"780 Johnson St, Dallas, TX 75001",300.0
7219,302587,AA Batteries (4-pack),1,3.84,12/13/19 15:41,"236 Ridge St, San Francisco, CA 94016",3.84
7220,302588,Flatscreen TV,1,300.0,12/02/19 09:57,"105 Maple St, Boston, MA 02215",300.0
7221,302589,USB-C Charging Cable,1,11.95,12/04/19 19:55,"627 Pine St, New York City, NY 10001",11.95
7222,302590,Apple Airpods Headphones,1,150.0,12/25/19 23:09,"670 Madison St, Dallas, TX 75001",150.0
7223,302591,iPhone,1,700.0,12/03/19 22:06,"924 8th St, Los Angeles, CA 90001",700.0
7224,302592,USB-C Charging Cable,2,11.95,12/02/19 16:21,"4 Washington St, San Francisco, CA 94016",23.9
7225,302593,AAA Batteries (4-pack),2,2.99,12/28/19 08:13,"969 Dogwood St, Seattle, WA 98101",5.98
7226,302594,27in 4K Gaming Monitor,1,389.99,12/27/19 10:15,"660 Hickory St, San Francisco, CA 94016",389.99
7227,302595,USB-C Charging Cable,1,11.95,12/12/19 17:27,"74 Church St, San Francisco, CA 94016",11.95
7228,302596,AA Batteries (4-pack),1,3.84,12/16/19 18:02,"316 Maple St, Los Angeles, CA 90001",3.84
7229,302597,Apple Airpods Headphones,1,150.0,12/30/19 12:45,"283 2nd St, Dallas, TX 75001",150.0
7230,302598,Apple Airpods Headphones,1,150.0,12/01/19 14:59,"734 Chestnut St, San Francisco, CA 94016",150.0
7231,302599,Lightning Charging Cable,2,14.95,12/20/19 21:43,"258 Adams St, Atlanta, GA 30301",29.9
7232,302600,Lightning Charging Cable,1,14.95,12/05/19 11:42,"183 Jefferson St, Dallas, TX 75001",14.95
7233,302601,Wired Headphones,1,11.99,12/07/19 10:28,"675 Lake St, Atlanta, GA 30301",11.99
7234,302602,Lightning Charging Cable,1,14.95,12/07/19 11:07,"219 Meadow St, Atlanta, GA 30301",14.95
7235,302603,27in FHD Monitor,1,149.99,12/01/19 18:56,"388 Lake St, Los Angeles, CA 90001",149.99
7236,302604,Apple Airpods Headphones,1,150.0,12/27/19 12:23,"499 Spruce St, San Francisco, CA 94016",150.0
7237,302605,Wired Headphones,1,11.99,12/28/19 18:55,"191 Forest St, San Francisco, CA 94016",11.99
7238,302606,AA Batteries (4-pack),3,3.84,12/28/19 12:46,"452 Hill St, Los Angeles, CA 90001",11.52
7239,302607,AA Batteries (4-pack),1,3.84,12/28/19 10:11,"799 Church St, Los Angeles, CA 90001",3.84
7240,302608,Apple Airpods Headphones,1,150.0,12/31/19 18:40,"94 South St, New York City, NY 10001",150.0
7241,302609,Lightning Charging Cable,1,14.95,12/24/19 18:11,"139 Hickory St, Boston, MA 02215",14.95
7242,302610,Apple Airpods Headphones,1,150.0,12/06/19 09:18,"587 Maple St, New York City, NY 10001",150.0
7243,302611,AA Batteries (4-pack),1,3.84,12/27/19 23:21,"366 Main St, San Francisco, CA 94016",3.84
7244,302612,AAA Batteries (4-pack),1,2.99,12/05/19 15:29,"297 14th St, San Francisco, CA 94016",2.99
7245,302613,Macbook Pro Laptop,1,1700.0,12/29/19 17:29,"560 Meadow St, Boston, MA 02215",1700.0
7246,302614,AA Batteries (4-pack),3,3.84,12/31/19 15:59,"995 South St, Atlanta, GA 30301",11.52
7247,302615,34in Ultrawide Monitor,1,379.99,12/14/19 16:14,"966 Main St, Atlanta, GA 30301",379.99
7248,302616,Lightning Charging Cable,1,14.95,12/13/19 23:21,"990 8th St, Boston, MA 02215",14.95
7249,302617,AA Batteries (4-pack),1,3.84,12/05/19 21:16,"357 River St, San Francisco, CA 94016",3.84
7250,302618,AA Batteries (4-pack),1,3.84,12/01/19 20:08,"425 River St, Boston, MA 02215",3.84
7251,302619,AA Batteries (4-pack),2,3.84,12/26/19 16:31,"34 Wilson St, Atlanta, GA 30301",7.68
7252,302620,AA Batteries (4-pack),1,3.84,12/08/19 19:09,"387 North St, Los Angeles, CA 90001",3.84
7253,302621,27in 4K Gaming Monitor,1,389.99,12/16/19 10:40,"140 9th St, Boston, MA 02215",389.99
7254,302622,Apple Airpods Headphones,1,150.0,12/28/19 01:38,"899 Washington St, Seattle, WA 98101",150.0
7255,302623,27in FHD Monitor,1,149.99,12/07/19 09:31,"546 Pine St, New York City, NY 10001",149.99
7256,302624,AAA Batteries (4-pack),1,2.99,12/10/19 09:00,"276 Cedar St, Boston, MA 02215",2.99
7257,302625,Google Phone,1,600.0,12/30/19 09:30,"53 Cedar St, New York City, NY 10001",600.0
7258,302625,Wired Headphones,1,11.99,12/30/19 09:30,"53 Cedar St, New York City, NY 10001",11.99
7259,302626,AA Batteries (4-pack),2,3.84,12/07/19 19:56,"756 Walnut St, Dallas, TX 75001",7.68
7260,302627,Lightning Charging Cable,1,14.95,12/05/19 13:01,"833 Highland St, New York City, NY 10001",14.95
7261,302628,Wired Headphones,1,11.99,12/21/19 18:16,"568 Hickory St, San Francisco, CA 94016",11.99
7262,302629,USB-C Charging Cable,1,11.95,12/03/19 06:04,"202 Ridge St, San Francisco, CA 94016",11.95
7263,302630,AAA Batteries (4-pack),1,2.99,12/13/19 19:06,"148 Madison St, Boston, MA 02215",2.99
7264,302631,Lightning Charging Cable,1,14.95,12/17/19 16:51,"710 1st St, Seattle, WA 98101",14.95
7265,302632,AAA Batteries (4-pack),1,2.99,12/30/19 13:16,"720 Walnut St, Austin, TX 73301",2.99
7266,302633,USB-C Charging Cable,1,11.95,12/16/19 20:17,"392 West St, Atlanta, GA 30301",11.95
7267,302634,Bose SoundSport Headphones,1,99.99,12/13/19 17:17,"641 Center St, San Francisco, CA 94016",99.99
7268,302635,AA Batteries (4-pack),1,3.84,12/23/19 12:47,"660 7th St, San Francisco, CA 94016",3.84
7269,302636,34in Ultrawide Monitor,1,379.99,12/22/19 07:07,"629 Center St, San Francisco, CA 94016",379.99
7270,302637,AAA Batteries (4-pack),1,2.99,12/14/19 22:36,"628 Adams St, San Francisco, CA 94016",2.99
7271,302638,Lightning Charging Cable,2,14.95,12/24/19 08:51,"257 Washington St, Portland, OR 97035",29.9
7272,302639,Google Phone,1,600.0,12/03/19 19:08,"121 Washington St, New York City, NY 10001",600.0
7273,302639,USB-C Charging Cable,2,11.95,12/03/19 19:08,"121 Washington St, New York City, NY 10001",23.9
7274,302640,Lightning Charging Cable,1,14.95,12/16/19 14:43,"947 West St, San Francisco, CA 94016",14.95
7275,302641,AAA Batteries (4-pack),2,2.99,12/03/19 12:48,"839 Forest St, Atlanta, GA 30301",5.98
7276,302642,Macbook Pro Laptop,1,1700.0,12/18/19 19:25,"921 9th St, Atlanta, GA 30301",1700.0
7277,302643,Lightning Charging Cable,2,14.95,12/24/19 05:27,"297 9th St, Dallas, TX 75001",29.9
7278,302644,Lightning Charging Cable,1,14.95,12/18/19 07:05,"737 7th St, Austin, TX 73301",14.95
7279,302645,USB-C Charging Cable,1,11.95,12/19/19 23:38,"220 11th St, Austin, TX 73301",11.95
7280,302646,USB-C Charging Cable,1,11.95,12/04/19 05:54,"911 Park St, San Francisco, CA 94016",11.95
7281,302647,Bose SoundSport Headphones,1,99.99,12/13/19 15:10,"615 Meadow St, New York City, NY 10001",99.99
7282,302648,USB-C Charging Cable,1,11.95,12/23/19 15:10,"950 South St, Austin, TX 73301",11.95
7283,302649,AAA Batteries (4-pack),2,2.99,12/04/19 20:10,"987 Church St, Boston, MA 02215",5.98
7284,302650,AAA Batteries (4-pack),2,2.99,12/12/19 11:52,"423 4th St, San Francisco, CA 94016",5.98
7285,302651,Lightning Charging Cable,1,14.95,12/03/19 19:08,"105 Cherry St, Dallas, TX 75001",14.95
7286,302652,Apple Airpods Headphones,1,150.0,12/04/19 08:17,"237 Walnut St, New York City, NY 10001",150.0
7287,302653,USB-C Charging Cable,1,11.95,12/07/19 21:00,"261 Park St, San Francisco, CA 94016",11.95
7288,302654,AAA Batteries (4-pack),1,2.99,12/05/19 20:01,"600 2nd St, New York City, NY 10001",2.99
7289,302655,AAA Batteries (4-pack),1,2.99,12/11/19 10:35,"111 Forest St, Seattle, WA 98101",2.99
7290,302656,Wired Headphones,1,11.99,12/09/19 12:36,"286 8th St, Los Angeles, CA 90001",11.99
7291,302657,ThinkPad Laptop,1,999.99,12/23/19 07:19,"676 Center St, Dallas, TX 75001",999.99
7292,302658,iPhone,1,700.0,12/04/19 14:05,"382 Walnut St, Los Angeles, CA 90001",700.0
7293,302659,27in FHD Monitor,1,149.99,12/03/19 18:36,"445 Hickory St, Atlanta, GA 30301",149.99
7294,302660,AA Batteries (4-pack),1,3.84,12/17/19 17:34,"901 Park St, Austin, TX 73301",3.84
7295,302661,ThinkPad Laptop,1,999.99,12/28/19 11:26,"79 Jackson St, Boston, MA 02215",999.99
7296,302662,27in 4K Gaming Monitor,1,389.99,12/01/19 08:36,"194 4th St, Dallas, TX 75001",389.99
7297,302663,Apple Airpods Headphones,1,150.0,12/14/19 19:17,"581 13th St, San Francisco, CA 94016",150.0
7298,302664,USB-C Charging Cable,1,11.95,12/31/19 10:36,"110 Highland St, San Francisco, CA 94016",11.95
7299,302665,USB-C Charging Cable,1,11.95,12/25/19 19:32,"871 South St, San Francisco, CA 94016",11.95
7300,302666,ThinkPad Laptop,1,999.99,12/01/19 17:57,"762 Adams St, Los Angeles, CA 90001",999.99
7301,302667,Apple Airpods Headphones,1,150.0,12/23/19 16:17,"406 Dogwood St, Boston, MA 02215",150.0
7302,302668,AA Batteries (4-pack),1,3.84,12/19/19 11:03,"76 Elm St, Portland, OR 97035",3.84
7303,302669,AAA Batteries (4-pack),1,2.99,12/22/19 02:23,"556 Sunset St, San Francisco, CA 94016",2.99
7304,302670,AAA Batteries (4-pack),4,2.99,12/23/19 21:01,"735 Cedar St, Boston, MA 02215",11.96
7305,302671,27in FHD Monitor,1,149.99,12/27/19 06:22,"468 Forest St, San Francisco, CA 94016",149.99
7306,302672,Bose SoundSport Headphones,1,99.99,12/07/19 23:33,"363 Center St, Boston, MA 02215",99.99
7307,302673,27in FHD Monitor,1,149.99,12/01/19 08:48,"749 Meadow St, Austin, TX 73301",149.99
7308,302674,27in FHD Monitor,1,149.99,12/10/19 12:46,"436 Cherry St, Portland, OR 97035",149.99
7309,302675,Wired Headphones,1,11.99,12/08/19 17:44,"21 4th St, Austin, TX 73301",11.99
7310,302676,Lightning Charging Cable,1,14.95,12/19/19 18:13,"940 6th St, New York City, NY 10001",14.95
7311,302677,20in Monitor,1,109.99,12/03/19 17:21,"198 Ridge St, Seattle, WA 98101",109.99
7312,302678,Lightning Charging Cable,1,14.95,12/18/19 15:15,"178 Hill St, Seattle, WA 98101",14.95
7313,302679,34in Ultrawide Monitor,1,379.99,12/28/19 19:42,"881 Dogwood St, San Francisco, CA 94016",379.99
7314,302680,AA Batteries (4-pack),1,3.84,12/05/19 03:33,"738 Jefferson St, Los Angeles, CA 90001",3.84
7315,302681,Flatscreen TV,1,300.0,12/30/19 14:19,"679 Spruce St, Boston, MA 02215",300.0
7316,302682,ThinkPad Laptop,1,999.99,12/10/19 20:00,"790 Park St, Los Angeles, CA 90001",999.99
7317,302683,iPhone,1,700.0,12/08/19 11:13,"711 Jefferson St, Los Angeles, CA 90001",700.0
7318,302684,AA Batteries (4-pack),1,3.84,12/29/19 14:05,"975 Lincoln St, Boston, MA 02215",3.84
7319,302685,Apple Airpods Headphones,1,150.0,12/13/19 19:32,"178 Wilson St, Atlanta, GA 30301",150.0
7320,302686,Lightning Charging Cable,1,14.95,12/25/19 18:23,"740 Elm St, Boston, MA 02215",14.95
7321,302687,AAA Batteries (4-pack),1,2.99,12/03/19 20:22,"503 7th St, New York City, NY 10001",2.99
7322,302688,Google Phone,1,600.0,12/11/19 09:30,"997 4th St, Portland, OR 97035",600.0
7323,302689,Bose SoundSport Headphones,1,99.99,12/24/19 14:36,"834 6th St, Austin, TX 73301",99.99
7324,302690,27in FHD Monitor,1,149.99,12/26/19 14:39,"572 2nd St, Los Angeles, CA 90001",149.99
7325,302691,AA Batteries (4-pack),1,3.84,12/29/19 07:49,"283 South St, Los Angeles, CA 90001",3.84
7326,302691,iPhone,1,700.0,12/29/19 07:49,"283 South St, Los Angeles, CA 90001",700.0
7327,302692,Lightning Charging Cable,1,14.95,12/25/19 09:52,"493 8th St, Boston, MA 02215",14.95
7328,302693,AAA Batteries (4-pack),2,2.99,12/19/19 13:47,"121 Park St, Boston, MA 02215",5.98
7329,302694,AAA Batteries (4-pack),3,2.99,12/26/19 09:31,"825 Church St, Atlanta, GA 30301",8.97
7330,302695,AAA Batteries (4-pack),2,2.99,12/08/19 01:59,"550 Sunset St, Seattle, WA 98101",5.98
7331,302696,Lightning Charging Cable,1,14.95,12/22/19 08:29,"536 Dogwood St, San Francisco, CA 94016",14.95
7332,302697,AA Batteries (4-pack),2,3.84,12/04/19 14:51,"304 River St, Boston, MA 02215",7.68
7333,302698,AA Batteries (4-pack),1,3.84,12/31/19 21:12,"951 Wilson St, Atlanta, GA 30301",3.84
7334,302699,27in FHD Monitor,1,149.99,12/18/19 16:31,"966 West St, San Francisco, CA 94016",149.99
7335,302700,AAA Batteries (4-pack),1,2.99,12/31/19 14:32,"454 Wilson St, New York City, NY 10001",2.99
7336,302701,AA Batteries (4-pack),1,3.84,12/31/19 00:15,"457 North St, Portland, OR 97035",3.84
7337,302702,27in FHD Monitor,1,149.99,12/10/19 10:09,"176 Forest St, Dallas, TX 75001",149.99
